x,y
-263,280
-237,-751
174,281
260,55
948,-325
-740,880
411,-530
10,-874
-928,829
168,466
517,620
-894,413
-180,-998
-920,-808
-681,706
-22,342
790,-534
-611,-53
277,409
215,-469
564,-315
626,563
-749,13
-811,-865
27,-520
568,558
-939,-111
31,353
-584,989
-558,-42
242,573
809,620
186,641
-313,-238
210,-463
898,-843
-692,897
-754,19
-353,363
920,636
-846,430
-908,-448
-517,-792
-200,578
612,-298
135,302
580,918
-829,784
909,-304
-654,-905
-111,246
663,-360
-397,-340
-58,-874
633,929
-1,189
-403,-155
433,117
756,-950
-643,-396
742,872
341,528
-188,938
239,251
-386,199
51,200
-751,-488
835,282
773,-596
-139,76
859,-822
-941,-612
605,759
302,950
142,-463
613,-878
-289,482
477,-739
820,-400
419,-744
978,940
-82,960
189,-267
-861,441
-374,559
9,297
35,-734
436,-390
-466,970
-518,780
871,-462
-93,20
-656,846
440,483
717,-929
779,-51
92,-981
0,-570
210,960
523,-795
-537,-775
309,185
-780,221
928,422
-230,-93
205,-165
-767,-298
-98,26
303,370
79,662
-671,164
951,591
149,-97
-75,195
849,314
-177,-82
-91,-308
-81,380
695,-153
-271,256
-956,-601
-363,667
413,134
160,442
-465,390
-80,201
259,-333
68,853
381,-902
193,-953
-372,-200
177,796
-909,-405
408,140
-662,-528
747,-394
859,601
-227,-600
-967,-410
671,550
270,206
655,17
-658,345
952,11
-822,-810
76,340
-387,-882
850,-266
459,78
886,-609
-575,-933
-114,216
-505,560
-479,-471
758,145
-302,165
-693,509
195,971
133,93
-232,-594
-831,575
-360,160
318,-908
450,-789
-949,-235
-113,37
-514,-307
-87,-994
-17,499
312,-723
749,-722
871,961
-590,637
-893,828
845,-260
-155,565
92,442
467,-435
66,-779
-994,-759
-898,-297
-461,-296
-401,509
26,-178
247,730
-164,-302
612,-835
-220,-234
119,-768
215,-306
-999,-753
-512,-635
-674,535
-736,-343
-979,653
-640,119
-630,807
-604,-224
136,-414
-828,68
170,-830
222,-640
667,-24
539,730
-547,-471
-389,869
-50,335
377,-352
359,-958
-491,592
730,675
-679,541
-254,-219
-306,-409
33,-943
95,-65
-468,761
-442,-270
193,470
470,-942
37,-70
-474,946
-536,68
-99,69
398,875
-351,-933
86,-932
593,562
-816,428
-842,-793
-720,890
54,284
90,-59
-970,-39
393,-250
-421,957
962,-130
-160,-988
399,696
-100,-183
676,-716
397,623
423,-408
834,624
261,762
-479,952
-192,228
732,347
-390,-511
269,-875
81,-926
-821,434
-57,-860
-47,-172
450,634
789,100
887,635
190,-983
-339,-573
-181,767
194,-110
970,-643
-30,182
-780,-316
503,645
-994,664
-335,300
102,301
842,111
866,-993
-226,243
-529,434
-242,-290
-180,588
929,-294
643,-880
452,306
400,116
-660,136
897,922
262,182
-423,-675
-327,-213
110,-212
509,59
607,594
355,-408
-583,-957
325,881
760,809
-711,-203
598,-273
-803,208
-270,671
444,-740
905,409
-217,-449
306,-674
316,14
376,819
-658,-192
350,-402
-552,958
-624,-608
659,353
988,-869
-812,-659
998,-181
-654,681
-377,-731
156,-268
-469,-320
-130,-854
900,415
-998,90
-663,-186
522,240
-390,912
983,-863
-755,225
420,-37
-79,-916
-382,-725
19,-381
368,-227
-602,440
-800,-299
757,487
968,707
-457,40
780,656
40,846
-934,640
-148,795
-176,-499
722,651
-713,-704
534,600
-216,102
584,717
-903,-828
-67,-556
318,-745
867,251
963,713
278,-144
-696,-350
150,610
809,246
124,-611
575,-150
-449,-473
994,-755
144,795
-916,815
421,-617
-44,744
233,-668
-507,-478
-20,-360
427,329
668,-740
826,600
-234,620
878,790
-260,-601
602,892
-771,415
-200,204
-727,687
-388,153
-362,-878
-266,-416
-454,-467
442,610
-582,287
416,-611
192,-319
-674,698
-746,-868
90,-596
527,-595
587,210
834,87
-565,641
-245,811
-930,-46
870,-256
-60,-190
838,960
-571,826
117,446
249,565
-376,513
-342,97
-817,770
-530,46
681,-559
891,971
-955,836
-231,113
767,-785
543,-493
-359,867
-770,-165
300,503
639,-31
-273,641
-227,986
-351,-770
70,980
794,257
-964,-31
-677,-755
44,-241
846,447
-769,-344
-298,-759
215,580
153,-298
-436,-693
508,802
-564,61
-538,-970
745,-9
-752,10
-93,-354
-718,-406
-221,400
190,-820
990,-205
-758,195
-748,883
-373,6
611,930
-76,0
-379,191
-138,-878
233,755
-507,945
840,201
-631,-811
652,150
-819,-862
-260,822
-723,-400
-859,-261
-520,-795
-825,-677
47,-748
-516,78
162,-990
-19,884
320,350
-367,-580
-670,-389
130,226
156,-805
104,-995
940,-723
900,-122
946,223
-962,-790
-126,-518
-896,961
-120,428
29,-230
65,-573
-534,596
-935,252
125,232
362,-579
747,-768
-227,-974
332,710
-131,-512
705,-240
-207,432
-259,242
553,-634
952,-363
-447,191
-421,-840
-351,653
-413,-225
363,-758
415,-568
449,-984
-950,-430
-601,-276
-549,-86
-174,-963
-479,-845
80,839
-641,325
231,254
-170,-90
-733,736
762,644
538,936
414,-820
-995,-954
-889,196
-462,-491
35,315
480,931
-991,-81
621,-342
-840,-666
753,-223
868,-465
-445,-137
375,-398
-26,-742
714,-932
461,-624
-92,890
770,131
642,885
955,-870
53,490
-785,145
-9,-388
27,-731
330,-922
827,-116
-476,900
-450,-131
-163,-855
290,-321
787,485
-141,624
-640,-255
294,552
643,706
443,-106
880,-105
940,700
-860,910
-485,33
12,839
-577,444
-238,-90
157,439
496,-95
-645,-249
-468,387
-530,-491
-931,-835
-59,-906
438,-100
873,-172
240,-839
-65,-721
-289,-429
244,34
583,-500
-319,860
340,496
-443,-896
54,-90
152,445
551,716
-48,-367
337,-556
399,322
798,593
-611,459
-673,-419
-174,460
886,440
-130,732
-861,-470
-541,-300
636,-489
-667,527
-426,-542
-390,-885
446,-613
-330,-80
-867,-285
-857,403
-83,-203
-396,-700
450,260
-558,470
101,106
825,-617
226,552
-524,54
-175,208
-149,-823
200,-669
250,-552
-373,-531
252,-479
312,326
410,861
635,-741
-678,-413
-241,-412
-181,393
-527,-998
503,271
-994,290
-958,-53
-960,-126
-375,527
740,-540
-250,973
738,-613
-286,-936
-226,-131
-529,60
-190,-474
159,-320
221,558
-753,352
-414,-182
560,24
646,-202
-657,814
-220,815
57,-597
744,333
-410,691
-133,-721
-35,-186
304,-720
-546,830
853,276
-660,-238
-574,-464
262,-192
709,497
-702,290
-229,-52
-291,-930
180,907
-854,-104
-18,168
16,-248
565,748
-120,-109
-573,-643
315,-181
812,625
750,-253
-988,835
-517,420
-579,-458
-332,-581
-520,-632
280,-17
-460,173
-522,-705
412,102
847,30
-552,584
214,-637
998,-555
597,-899
-351,116
34,-73
-279,-570
182,579
130,389
-940,-279
768,-78
18,-576
-693,-402
-946,-94
-222,-817
-170,-627
337,867
-360,-751
-166,246
512,-822
-981,70
230,-535
-307,-740
-550,256
224,-350
563,-884
-527,425
-555,-869
-108,-180
780,282
-968,682
718,-596
-533,610
155,230
129,-991
912,401
-98,538
-150,348
-190,949
472,-652
682,878
620,0
831,220
-446,205
242,-175
-748,-914
-137,960
-538,616
-814,718
144,421
421,-991
920,-112
980,693
-543,-509
-984,-252
602,518
-112,-323
-388,-221
-789,-565
197,432
37,-981
-925,-426
474,-980
632,360
-490,-498
-891,-842
-480,190
-55,-570
879,237
-522,718
340,-41
725,-230
-345,-898
214,786
-187,442
649,714
-91,904
-463,544
-864,200
693,986
60,319
896,591
870,-630
-976,-765
-930,-420
331,-908
-729,-888
-972,108
265,724
-136,380
-188,190
650,535
927,-877
434,-810
358,134
-53,-898
-43,-210
490,253
-145,-487
240,-676
-708,339
-760,149
-385,-728
-263,955
-335,-611
-958,-590
-638,-420
948,350
485,-872
10,-199
794,-117
890,345
916,-686
718,827
754,484
-743,503
-707,160
790,141
-210,966
-334,-790
939,-517
660,822
-312,689
400,-795
97,-604
508,428
558,545
959,889
771,838
-31,150
-93,-728
406,151
745,-383
743,-456
-219,99
779,-799
903,957
555,-507
-185,-317
591,-850
-748,509
-373,-368
-652,971
-714,93
960,710
-840,920
994,294
359,-446
-942,643
457,89
-507,571
171,-497
207,-840
365,500
-270,-240
356,-367
-802,-882
695,-901
192,730
-271,-492
-235,-835
-183,-645
-173,43
-249,987
136,798
74,-80
465,-424
-437,936
134,725
-561,-820
509,-152
910,192
-28,-357
904,377
-166,-291
-567,-635
-120,54
-310,-70
29,-604
65,-947
552,-829
-899,-465
-787,530
-73,-881
835,957
773,79
33,269
-201,-127
494,-834
270,-542
280,146
-257,-59
741,-957
-197,746
-796,-337
-447,-183
-12,-255
521,208
419,-69
-739,-584
357,-947
-545,413
728,686
-769,705
-404,-860
-298,290
41,-244
538,562
973,490
-775,890
-400,13
999,-541
436,285
785,439
-652,-989
-93,695
717,-254
-586,762
-880,-439
615,-531
-339,639
523,-120
-102,-172
-968,845
866,219
-194,239
-98,701
616,-710
919,-901
-348,-228
540,234
426,-834
-486,-162
797,799
821,-305
-141,250
674,956
769,-495
-91,367
196,-357
765,-302
972,-890
719,-582
-670,660
729,106
-245,-100
-930,-957
-808,726
-433,-151
-834,-495
-996,675
12,465
726,-946
-952,947
-80,876
746,460
121,408
-182,599
59,-470
167,753
654,871
530,-885
628,-350
-372,475
464,747
490,-284
276,696
-474,198
-536,-680
-89,9
935,332
300,-408
895,933
-165,953
270,881
609,347
-920,-670
790,-396
-549,963
-950,619
-611,85
397,-125
662,358
-140,-330
-861,-844
-328,-381
446,-987
594,-335
-761,491
-484,-921
15,-42
-897,630
-610,-94
825,-991
-175,-166
410,487
687,-925
-277,-443
-119,897
-379,-720
629,-930
66,-104
-655,-618
405,-638
441,-981
840,-710
-960,-500
-62,650
800,-109
748,-299
-66,908
-691,856
-414,-556
-220,441
458,-627
616,713
-506,-145
853,-98
462,246
-163,194
360,-31
-41,-375
-203,795
-666,-427
944,-761
880,944
818,66
-86,-899
263,-745
822,939
760,61
-639,615
-212,-72
698,-817
-152,733
510,-868
622,127
-340,682
-402,-196
668,472
694,-559
-530,558
-494,215
280,-391
-309,-786
240,210
847,-344
-901,56
909,534
-351,-258
-253,277
-730,877
54,959
80,-72
18,-950
830,426
854,-678
864,10
-946,-468
-936,220
728,149
-100,492
199,559
-801,-868
-330,969
107,970
480,20
-492,-113
-981,-304
927,709
-396,349
-484,502
-458,-529
440,621
-586,225
-550,-118
-263,-842
-149,226
661,-723
-277,980
-241,637
731,770
194,565
533,31
970,32
816,-435
-22,-780
-210,-831
652,662
-88,852
-286,113
-677,457
722,-97
87,-837
185,-302
584,-31
-430,334
334,-960
893,724
492,380
929,381
-933,-287
-45,175
-446,-169
-436,519
-107,-703
-634,-220
489,-672
-327,462
954,-902
-445,-348
-106,-882
16,801
-172,750
299,335
698,606
-675,129
-366,884
632,-14
346,-600
504,740
540,397
-243,-995
306,1
350,273
-772,-585
-624,67
623,-881
-38,-590
-341,-399
-1,-933
60,-55
834,-661
844,27
940,489
-870,11
367,627
-667,-384
828,-476
-561,766
-284,-646
614,504
-376,-235
522,915
111,-117
835,-840
644,346
-320,828
855,566
-205,586
-570,-101
266,171
-359,119
639,-779
982,-440
-417,114
-329,-39
507,233
-467,27
30,833
-743,129
-220,-96
67,-820
-673,-630
965,330
-713,-29
-374,-563
71,53
97,-978
959,515
-5,997
380,808
-432,-568
867,926
805,48
-666,-964
242,874
-560,186
250,-763
-261,253
960,336
-850,-142
-415,-214
868,747
118,249
-942,269
-70,198
319,-219
329,469
977,690
951,-531
-895,-666
550,-875
-388,828
-23,-737
-75,-927
610,-70
-987,-255
570,531
-151,17
-516,-670
853,65
290,891
531,-178
567,-521
725,819
-746,-193
439,233
525,7
561,-336
160,-680
-1,490
-54,300
-28,-731
-804,-198
870,419
-627,438
-689,-440
-156,23
331,141
269,-737
217,-927
-745,-372
654,-926
-695,-255
-747,-445
-659,-598
81,-788
578,18
887,773
825,-105
520,13
859,-521
-602,-845
-504,-310
296,305
869,167
-207,-316
240,373
675,301
-237,973
-299,95
974,368
860,-700
393,588
419,-443
-739,-958
-48,845
-110,-33
-795,-890
-344,-429
-735,-85
-298,-84
528,-500
127,-844
476,-690
-436,-18
97,445
-564,736
819,-351
-991,-829
-752,685
246,-213
631,-402
-317,613
-620,804
-744,-952
190,-145
-880,-813
990,470
487,-151
-40,332
-92,142
309,486
343,70
-727,-598
109,-326
-292,-670
606,480
79,963
-859,414
923,-402
544,733
-953,752
-516,753
831,9
356,682
597,-387
693,75
-279,-58
166,558
-245,-474
880,-853
-58,850
601,486
-870,-526
-834,-869
465,625
351,-443
-623,-649
-525,-114
650,-376
407,620
-653,640
-567,414
-280,-310
121,34
618,840
-320,291
-33,-433
29,445
368,-89
490,-658
500,30
648,682
-849,701
873,-920
-875,-520
23,630
300,-782
112,-833
-628,-643
-790,527
-417,-423
-818,-767
-720,-232
679,-786
-223,574
-108,332
-848,522
-473,-355
890,-566
397,-499
-479,-170
-739,465
-364,-412
-170,585
568,322
-831,876
542,-899
903,46
414,-145
913,734
-61,528
-560,-351
-863,-160
-452,872
-123,-350
-17,800
723,610
937,-370
-764,-935
506,575
-313,-474
-616,-283
124,-473
-119,523
-880,610
128,400
615,518
-399,883
-122,-529
-401,810
36,811
-198,415
836,-826
770,806
610,-607
518,-196
-454,-329
-358,133
-420,-745
330,-247
87,749
801,-662
897,-200
-163,-180
735,970
699,-939
-239,764
-640,420
-702,-458
607,-528
-742,143
880,570
140,760
417,-652
453,-995
966,344
565,0
-146,174
-547,-170
-60,-52
664,-775
726,103
-310,-981
-152,359
223,-518
572,-364
381,822
622,-247
131,-107
530,164
-33,990
-59,-231
490,765
428,-113
37,231
-213,-698
346,986
-724,318
274,-580
-750,-903
675,-236
-628,780
-690,-98
86,-631
122,-974
593,863
-539,-683
890,857
577,360
-597,-688
301,462
337,119
-298,-621
574,-692
670,-230
-488,-745
943,868
578,181
-580,-334
-883,-143
819,-888
292,-405
378,-631
388,57
763,-820
-524,729
-576,539
234,-410
-339,-272
-740,-616
-866,211
629,119
-770,673
-395,-204
30,-964
40,-276
537,530
-960,549
-872,396
303,134
-98,-210
349,479
652,288
748,750
800,940
159,355
-252,-677
-476,-385
-440,-728
458,422
396,-456
-630,-852
-71,832
356,145
-670,-251
775,-460
-173,555
-762,160
509,360
321,309
-80,-35
-830,-533
355,-107
-617,-240
391,-450
638,-573
359,766
-264,787
-773,-780
13,-625
698,232
171,715
109,-163
598,28
935,-579
-366,510
-865,-369
470,782
-332,94
-470,160
-658,109
350,-101
-161,915
-223,37
-187,-306
553,-496
-750,520
-91,156
-367,258
521,720
-940,396
-505,324
-808,515
-479,-707
-94,-896
-68,325
18,99
930,-573
-170,48
-160,736
117,-676
-110,853
213,-214
640,-901
650,-213
736,-439
-422,-954
-324,-419
-166,921
460,-337
-853,-9
-817,-352
-514,-543
759,-270
-205,212
-458,520
-510,330
-399,346
547,-742
-401,273
-766,-414
-563,-809
283,151
-108,495
379,613
718,79
814,541
-220,-470
-124,-8
-811,-938
959,141
334,89
360,-942
432,624
769,17
903,209
-594,228
-656,-650
-255,-306
643,844
617,-377
-634,829
-686,639
364,-69
-261,-121
611,-192
210,-536
960,-38
82,218
760,-850
918,490
572,-901
-20,-59
668,-439
141,44
-771,716
566,-716
-336,644
-300,301
-763,-921
422,-495
-490,177
945,-720
817,34
-582,588
-644,-290
-548,172
-209,-362
-782,-224
-58,-947
525,-367
972,322
-551,-880
-930,255
930,850
183,-885
-667,665
-60,111
-781,-403
640,522
588,332
736,984
-37,280
147,589
835,209
-478,537
520,-361
859,-895
358,809
55,1000
733,-68
-69,-756
-668,413
-570,948
-197,-2
-770,136
613,-951
-26,819
10,476
-150,-937
349,-58
419,-817
-519,886
-180,352
-82,887
257,353
-717,147
-735,-459
189,-340
27,830
897,686
-179,173
-929,-325
-590,-859
-432,481
-778,-910
-291,-792
-682,-448
154,-176
589,-248
210,887
-850,907
-475,30
700,-232
-603,784
-727,-972
207,-165
-418,-217
241,-581
-785,-977
540,-514
-911,-150
610,979
975,-586
412,240
448,-103
-674,-961
-614,-156
-516,379
-979,-843
-117,650
-81,307
162,-689
695,-226
755,579
-271,183
156,-504
-423,-211
-363,594
2,-971
413,61
160,369
848,-11
-926,-832
373,662
-804,851
-90,-560
-320,-83
-721,-427
-372,-273
55,-960
-534,897
456,-616
-125,-396
-526,-740
773,754
861,601
174,-329
270,133
609,-401
645,-744
517,10
856,-524
-473,-729
172,729
459,5
-950,-129
956,811
261,-734
271,-46
722,415
-713,-940
-216,-134
472,-514
508,-857
-404,-185
-735,964
380,-103
877,703
476,359
-897,-118
-610,-842
937,-744
-801,344
-462,-190
186,31
-652,-314
-215,-313
-806,-781
437,781
-401,436
-10,92
0,780
375,-97
-974,574
-260,-837
-563,-646
427,93
766,-441
-154,313
369,88
307,-790
-691,108
-753,-770
145,380
-266,-652
-256,36
918,-248
241,842
179,-36
-881,-16
540,909
925,720
-939,-21
324,-436
663,-970
84,-677
-107,509
-169,-369
-890,-883
729,781
-930,-282
575,314
914,-220
-873,-529
319,-430
-839,-945
157,740
-254,-292
530,-210
-336,807
-408,-759
-909,945
-971,67
-622,221
-197,-539
685,78
711,-953
-967,940
96,-317
984,145
146,-200
-914,-180
593,489
619,-542
20,627
-782,-61
44,-477
152,746
393,-323
429,-666
978,330
-134,160
-545,-872
702,432
790,279
-611,760
103,-651
-735,-996
-637,-461
-140,345
636,-188
71,565
-232,756
45,-656
542,150
-518,170
-492,-861
578,-193
-422,632
450,561
937,679
885,489
-185,-179
-586,-523
-53,-60
286,-594
-738,-917
783,212
-714,231
-740,-990
595,161
194,-183
-866,-163
-30,109
-780,-389
6,-234
832,-650
780,-840
-70,710
-184,-358
652,-86
-661,242
221,859
560,325
656,787
-380,-297
27,993
-133,-420
643,-953
897,849
-163,869
-235,-697
150,-886
360,644
647,-80
-317,402
-229,249
134,863
170,520
-455,468
321,-65
980,-429
16,53
355,-481
950,860
-120,192
-521,-152
-922,-496
-234,-876
700,-69
-797,-50
65,-809
125,-4
596,-419
69,64
7,-814
-494,890
442,-886
843,-542
316,-59
-522,-404
-710,-455
-901,731
659,280
619,881
-78,-737
-980,623
900,342
838,-536
213,-588
650,-587
-699,84
-689,772
460,-711
670,819
45,767
-695,957
516,352
-893,218
-554,-316
865,506
-510,-44
753,-459
224,-49
260,-392
437,244
-303,434
-589,-152
-894,-34
40,773
129,-690
678,306
-687,444
-312,-433
27,-967
620,301
995,-576
-344,783
334,-285
430,177
769,-357
-594,-146
242,126
-169,-906
390,778
338,588
-347,-269
-199,383
-600,39
673,312
210,-910
-291,794
-728,793
-353,-84
-4,70
-916,742
-577,208
-942,-479
-44,671
-10,255
193,-140
-208,-484
-697,-675
141,-330
690,666
977,-58
-326,958
-300,-73
39,-607
823,-525
-490,-197
444,610
43,266
879,538
-191,-130
817,-340
531,-926
-209,-736
-772,90
-249,-135
527,-668
972,-52
910,-930
-377,619
-439,-259
-54,-448
8,430
433,-330
-966,224
-627,-310
469,-673
-531,152
-34,958
117,373
-284,29
143,-658
203,147
578,-730
526,-920
-873,-366
-534,-900
588,-42
736,610
512,902
-290,214
59,368
835,-165
885,-48
-540,-715
-241,-648
-231,40
767,-858
-145,-186
-197,-376
142,-910
194,-720
352,620
50,-499
-365,979
-427,101
10,102
409,373
-990,927
-964,-104
882,31
744,97
255,-94
682,-781
-657,578
564,661
-176,851
600,318
929,-904
71,728
97,-303
933,-31
-370,985
344,-426
745,-82
779,-498
268,518
-221,327
894,-740
250,-88
-261,928
-912,-345
-573,-879
361,-72
-441,-760
-942,944
-613,-278
-230,-540
-767,-745
-609,595
612,678
-885,697
550,-200
-799,471
-763,128
-424,-406
909,672
-614,-530
320,277
258,-601
-802,-581
755,205
693,-673
-367,-653
-331,-996
218,0
-842,20
-798,292
-650,944
-337,-811
910,493
-160,-175
-900,15
-561,-519
337,631
-64,287
-465,-57
259,-780
321,98
160,-5
-591,770
756,26
279,626
716,627
-843,-232
-695,420
368,-837
953,-184
-847,26
-909,-852
151,-872
997,88
-540,708
-602,-170
-165,-169
296,980
757,-123
767,565
543,857
-734,842
-786,652
-509,-760
-457,-570
40,236
425,47
-351,580
14,-985
50,924
-148,185
551,-780
323,-230
820,576
758,-302
-242,523
-404,-559
-735,590
877,329
476,-15
851,-892
963,103
973,791
-113,-410
-590,190
-153,191
220,-759
-4,-467
92,-5
190,530
-820,667
-882,-211
-846,-554
401,750
-349,252
461,-697
-599,-677
-651,-867
-200,-406
237,-405
395,935
-665,955
333,57
369,-286
-579,729
83,-872
580,-66
919,-600
53,417
-785,72
975,463
923,273
-486,139
-15,-276
324,-810
-177,894
-578,550
769,-194
-143,478
693,750
719,-281
880,-178
-996,976
2,78
-561,904
-962,560
-491,145
187,-923
-715,437
-280,365
59,-169
147,-322
967,-583
342,-635
-961,381
-474,499
-99,-378
240,-912
-724,-430
-385,-964
494,890
-566,910
609,648
393,-697
551,643
-421,510
-473,320
-134,-214
702,58
790,-95
850,710
798,520
-950,920
423,-855
824,-511
235,-906
357,777
634,-635
97,-840
107,-152
-805,520
380,946
-370,448
-432,-430
354,-275
-87,-18
-215,736
-287,-830
62,-676
559,130
-840,684
-30,-265
-780,-763
6,-608
-70,336
-26,608
-88,-270
800,192
-224,-131
175,140
159,-393
672,946
-454,346
-845,690
554,136
-410,618
366,85
426,890
400,-331
-670,-999
-163,495
166,-727
-736,633
298,-608
136,562
-702,217
607,147
-890,166
894,-577
-804,-60
-455,94
-18,95
417,23
515,558
778,968
726,778
602,-978
-649,228
-701,38
-310,-306
125,-378
598,-720
622,428
-777,982
319,619
33,33
530,839
-217,-896
-408,290
-309,-485
-710,-829
-901,357
214,-710
675,439
649,-782
-848,-763
998,-628
583,850
-940,-352
-844,110
525,845
-222,-890
-48,983
-74,-238
-390,465
-801,-567
-919,875
-554,-690
-945,-346
-482,876
-448,460
230,-608
-185,870
-247,-8
757,40
-740,59
533,332
70,-890
507,-889
-780,660
-66,-751
-595,-341
-210,-530
-98,465
722,204
-973,-516
-937,-859
-841,-397
432,-124
492,681
-568,701
528,338
-943,-674
356,820
643,96
867,-196
729,-130
-696,-797
140,-525
-600,-335
-886,-921
-728,419
48,-114
387,-648
944,963
-820,830
285,-925
-208,-858
141,-704
700,980
638,102
-771,-32
576,-776
-711,773
598,703
546,513
-767,841
-927,-572
747,45
-394,-109
-905,907
-520,718
-470,835
-522,645
-85,646
679,-648
689,40
-249,-509
100,-355
649,641
936,-83
24,589
-341,-98
-565,194
-34,584
-719,-273
-170,723
-222,533
-162,-914
674,-642
-350,-965
147,-159
-77,133
19,595
358,61
855,867
-570,200
-632,-678
-171,471
753,590
701,400
-698,954
300,56
112,5
-800,677
485,-945
-88,-807
297,-996
507,534
445,-344
-954,210
-615,-324
-563,-134
-128,-206
-529,-550
106,190
942,462
-210,893
788,-5
590,-744
-472,-797
-775,-606
-406,954
-67,420
466,883
404,5
795,-339
903,884
581,641
515,21
16,-858
960,637
-511,-375
-912,-719
700,-980
-40,-790
457,16
-543,841
171,-570
668,236
227,493
610,231
-13,252
474,370
11,-852
-951,-297
448,-851
-55,780
-117,-98
695,-974
34,-683
-746,108
-736,796
-860,-960
439,534
-996,-821
-439,790
904,304
-593,323
331,442
-60,786
901,-748
987,-974
-751,114
-510,-955
861,-147
-316,42
23,-492
-550,-354
-790,-595
-293,211
240,674
665,-86
-638,930
-12,-328
50,550
537,668
784,545
-276,565
-739,-657
-302,-656
854,-214
-430,98
-282,750
153,678
-488,93
-61,-594
436,212
-965,693
-538,6
819,-50
-41,812
-752,986
-93,622
743,894
-281,571
-682,227
591,500
-932,-702
250,961
589,427
-846,-928
62,910
-349,-122
437,33
934,839
-76,976
-300,-984
-579,355
484,-902
919,-974
550,849
-572,-9
-147,-769
386,-306
735,-152
-239,-358
-864,-410
693,376
906,669
156,171
94,-707
42,-897
499,510
447,320
-926,-157
-465,992
259,269
311,459
720,-834
219,870
157,-8
-342,-887
-530,-938
115,520
151,177
500,331
-510,468
-125,279
935,259
-3,-290
685,-670
-566,536
148,-875
260,120
-790,828
-355,756
-329,-275
-108,633
890,-265
-920,-743
-910,-55
-22,407
-325,598
-38,-126
415,408
-549,890
-114,818
-515,474
-176,-60
261,-59
-739,766
-302,767
-669,7
-805,146
-456,300
380,572
127,880
789,-721
-959,-321
-610,-167
999,809
-686,777
-652,361
210,-398
-744,772
-30,-639
-942,33
954,285
563,629
-559,-229
-132,-916
-260,-162
560,-423
-789,248
83,177
-318,-167
616,640
945,-582
991,-237
-71,-290
25,172
290,655
-548,310
-939,654
-574,-911
-111,311
360,-104
857,702
-640,721
-265,-156
795,-176
972,460
669,651
719,768
-794,254
443,870
42,526
575,989
-120,-556
-50,937
377,250
716,-284
812,178
-248,198
750,-700
905,-412
-941,-547
504,-756
-398,604
280,-464
777,342
-648,-325
-536,670
-638,393
86,-330
148,548
-914,495
-868,840
860,-936
-443,80
-6,81
992,-817
481,199
90,543
-970,563
491,887
-206,-731
-196,-43
231,-730
790,954
229,-803
327,-268
676,-114
762,-340
41,-854
710,-530
-827,90
-390,91
-989,-992
979,826
-179,311
-492,-186
-205,-910
-153,-720
5,620
-396,276
230,-982
917,-52
789,702
-247,-382
-373,445
569,-385
-928,-366
431,-319
-968,235
-681,-489
770,-853
840,640
678,-442
435,554
774,20
-687,-304
-348,-838
560,1000
524,-909
-101,-961
544,497
893,651
-141,-360
-630,-551
867,-570
-670,50
338,-160
-173,856
-297,-900
262,784
298,441
-860,-74
-666,923
110,390
894,472
483,-560
-419,800
-80,266
-882,-422
826,-221
-234,-201
315,795
263,605
-869,-941
-200,-617
997,600
606,944
632,-87
-865,-68
-927,-946
69,739
444,-138
803,734
350,200
-720,-468
214,339
-285,-540
100,-729
551,-268
587,-611
-315,749
834,-734
-904,354
-140,-940
828,-549
640,-600
-699,759
-663,416
147,-533
885,-796
-17,564
-79,-314
410,-123
793,-385
-606,169
-668,-709
-267,-365
204,-780
326,903
-698,580
-369,-642
-237,-523
-399,647
-898,-232
-800,303
437,919
-365,231
-26,-303
10,-646
856,314
942,88
718,380
656,-498
-743,56
-595,708
-739,929
686,-656
123,170
558,98
-851,-36
-903,-226
-466,-225
-5,924
-406,580
31,581
933,-779
-630,872
-542,719
-656,-349
-219,-348
466,509
-696,252
-810,-816
140,524
-600,714
-261,180
950,-425
-886,128
-948,-750
960,263
48,935
858,-14
918,791
-142,811
892,-430
381,586
-72,52
-208,191
141,345
-737,601
875,340
135,530
474,-4
-552,-400
346,750
807,-353
290,818
218,-748
228,-60
715,58
-772,765
663,-132
-970,26
-54,227
-465,-805
373,-460
870,346
-976,211
209,637
670,-466
-729,88
269,-810
143,17
-258,-327
927,99
-873,309
-11,-450
-849,-795
-412,-794
49,355
434,166
486,356
773,-368
582,818
-915,837
-550,-728
200,-230
859,-594
829,695
757,-871
256,833
-259,-579
639,571
-385,248
-796,-784
-447,-630
-237,900
-862,848
-888,-373
-549,-907
-150,-636
-430,-276
-831,-620
189,-39
963,-645
999,-988
-498,-969
-999,735
436,-162
532,300
150,-748
-590,-558
709,936
647,58
673,-973
-155,-630
743,520
-317,540
555,469
-185,659
144,-563
-880,-886
-383,-80
-349,-496
-922,-358
-974,-548
638,-809
-441,-85
-326,-327
770,-690
-230,135
-132,670
145,-742
-819,-260
79,890
418,356
-460,612
787,-336
386,-680
-213,489
-516,680
883,126
-91,-80
-143,-270
-81,608
755,880
-367,22
-768,-322
166,485
-245,-547
2,-670
-998,155
373,963
736,-675
782,-330
460,-573
157,-382
644,-264
993,-110
-817,-588
-382,-660
-33,-506
552,147
-909,-177
861,902
23,557
-602,505
260,-254
270,434
609,-100
-447,793
-509,-85
-910,-429
14,-310
-387,-654
860,650
534,665
406,-833
-422,-490
851,-217
-995,-352
-524,-767
-175,-613
775,727
-27,39
312,-495
322,193
410,40
-840,-64
